년도,분기,행정동,운영평균,폐업평균,서울운영평균,서울시폐업평균
2019,3,번3동,106,49,109,53
2019,3,번3동,106,48,106,52
2019,3,번2동,109,53,109,53
2019,3,번2동,105,54,106,52
2019,3,번1동,101,47,109,53
2019,3,삼각산동,90,50,109,53
2019,3,송천동,114,55,109,53
2019,3,송중동,99,51,109,53
2019,3,미아동,102,49,109,53
2019,3,삼양동,114,52,109,53
2019,3,삼양동,113,52,106,52
2019,3,석관동,124,54,109,53
2019,3,장위3동,127,65,109,53
2019,3,장위2동,138,58,109,53
2019,3,장위1동,124,57,109,53
2019,3,월곡2동,104,54,109,53
2019,3,월곡1동,119,51,109,53
2019,3,종암동,111,58,109,53
2019,3,길음2동,101,57,109,53
2019,3,길음1동,115,59,109,53
2019,3,정릉4동,104,56,109,53
2019,3,정릉4동,106,56,106,52
2019,3,정릉3동,113,59,109,53
2019,3,정릉2동,115,60,109,53
2019,3,정릉1동,109,55,109,53
2019,3,정릉1동,107,53,106,52
2019,3,보문동,115,53,109,53
2019,3,안암동,100,55,109,53
2019,3,돈암2동,108,50,109,53
2019,3,돈암2동,108,49,106,52
2019,3,돈암1동,105,55,109,53
2019,3,동선동,98,50,109,53
2019,3,삼선동,105,54,109,53
2019,3,성북동,103,62,109,53
2019,3,신내2동,101,49,109,53
2019,3,신내1동,98,50,109,53
2019,3,망우3동,107,48,109,53
2019,3,망우3동,106,47,106,52
2019,3,망우본동,114,51,109,53
2019,3,묵2동,102,50,109,53
2019,3,묵1동,94,52,109,53
2019,3,중화2동,113,50,109,53
2019,3,중화1동,107,52,109,53
2019,3,중화1동,106,51,106,52
2019,3,상봉2동,107,51,109,53
2019,3,상봉2동,107,50,106,52
2019,3,상봉1동,91,49,109,53
2019,3,면목3.8동,104,49,109,53
2019,3,면목7동,117,50,109,53
2019,3,면목본동,107,49,109,53
2019,3,면목본동,107,49,106,52
2019,3,면목5동,117,51,106,52
2019,3,면목5동,116,53,109,53
2019,3,면목4동,107,50,109,53
2019,3,면목2동,113,49,109,53
2019,3,이문2동,118,56,109,53
2019,3,이문1동,117,58,109,53
2019,3,휘경2동,99,53,109,53
2019,3,휘경1동,110,52,109,53
2019,3,휘경1동,109,52,106,52
2019,3,회기동,93,49,109,53
2019,3,청량리동,155,61,109,53
2019,3,장안2동,107,49,109,53
2019,3,장안2동,107,47,106,52
2019,3,장안1동,115,51,109,53
2019,3,답십리2동,138,61,109,53
2019,3,답십리1동,104,54,106,52
2019,3,답십리1동,111,56,109,53
2019,3,전농2동,123,52,109,53
2019,3,전농1동,109,56,109,53
2019,3,전농1동,109,55,106,52
2019,3,제기동,140,70,109,53
2019,3,용신동,116,51,106,52
2019,3,용신동,122,56,109,53
2019,3,구의3동,116,55,109,53
2019,3,구의2동,106,56,109,53
2019,3,구의1동,112,50,109,53
2019,3,자양4동,102,51,109,53
2019,3,자양3동,97,52,109,53
2019,3,자양2동,109,52,109,53
2019,3,자양2동,107,50,106,52
2019,3,자양1동,109,51,109,53
2019,3,자양1동,108,50,106,52
2019,3,광장동,96,53,109,53
2019,3,광장동,94,53,106,52
2019,3,능동,103,53,109,53
2019,3,중곡4동,106,53,109,53
2019,3,중곡4동,106,52,106,52
2019,3,중곡3동,103,49,109,53
2019,3,중곡2동,102,49,109,53
2019,3,중곡1동,108,52,109,53
2019,3,중곡1동,108,51,106,52
2019,3,군자동,107,52,109,53
2019,3,화양동,90,50,109,53
2019,3,용답동,132,58,109,53
2019,3,송정동,124,55,109,53
2019,3,성수2가3동,97,55,109,53
2019,3,성수2가1동,106,53,109,53
2019,3,성수2가1동,103,52,106,52
2019,3,성수1가2동,88,54,109,53
2019,3,성수1가1동,107,55,109,53
2019,3,성수1가1동,108,53,106,52
2019,3,옥수동,95,52,109,53
2019,3,금호4가동,112,58,109,53
2019,3,금호2.3가동,108,60,109,53
2019,3,금호2.3가동,108,59,106,52
2019,3,금호1가동,109,55,109,53
2019,3,금호1가동,108,54,106,52
2019,3,응봉동,107,56,109,53
2019,3,응봉동,107,56,106,52
2019,3,행당2동,87,52,109,53
2019,3,행당2동,84,52,106,52
2019,3,행당1동,98,53,109,53
2019,3,사근동,88,55,109,53
2019,3,마장동,126,72,109,53
2019,3,왕십리도선동,87,53,109,53
2019,3,왕십리2동,106,54,109,53
2019,3,보광동,113,54,109,53
2019,3,서빙고동,127,63,109,53
2019,3,한남동,99,53,109,53
2019,3,이태원2동,87,49,109,53
2019,3,이태원1동,123,62,109,53
2019,3,이촌2동,136,74,109,53
2019,3,이촌1동,141,66,109,53
2019,3,한강로동,129,57,109,53
2019,3,용문동,116,54,109,53
2019,3,효창동,123,64,109,53
2019,3,원효로2동,120,50,106,52
2019,3,원효로2동,130,55,109,53
2019,3,원효로1동,121,56,109,53
2019,3,청파동,117,54,109,53
2019,3,남영동,116,58,109,53
2019,3,용산2가동,86,52,109,53
2019,3,후암동,105,62,109,53
2019,3,후암동,106,60,106,52
2019,3,중림동,118,61,109,53
2019,3,황학동,133,69,109,53
2019,3,동화동,110,54,109,53
2019,3,신당5동,112,55,109,53
2019,3,청구동,106,53,109,53
2019,3,청구동,105,52,106,52
2019,3,약수동,114,57,109,53
2019,3,다산동,108,57,109,53
2019,3,신당동,112,64,109,53
2019,3,을지로동,163,72,109,53
2019,3,광희동,142,58,109,53
2019,3,장충동,132,62,109,53
2019,3,필동,131,59,109,53
2019,3,명동,139,57,109,53
2019,3,회현동,150,69,109,53
2019,3,소공동,145,68,109,53
2019,3,숭인2동,120,49,109,53
2019,3,숭인1동,126,58,109,53
2019,3,창신3동,106,56,109,53
2019,3,창신3동,108,56,106,52
2019,3,창신2동,136,64,109,53
2019,3,창신1동,125,65,109,53
2019,3,혜화동,105,53,109,53
2019,3,이화동,98,56,109,53
2019,3,종로5.6가동,135,66,109,53
2019,3,종로1.2.3.4가동,140,67,109,53
2019,3,가회동,102,59,109,53
2019,3,교남동,135,64,109,53
2019,3,무악동,115,68,109,53
2019,3,평창동,113,59,109,53
2019,3,부암동,100,58,109,53
2019,3,삼청동,92,55,109,53
2019,3,사직동,122,59,109,53
2019,3,청운효자동,100,59,109,53
2019,2,둔촌2동,108,49,108,53
2019,2,둔촌1동,150,69,108,53
2019,2,길동,101,47,108,53
2019,2,성내3동,107,47,108,53
2019,2,성내3동,108,46,105,51
2019,2,성내2동,100,47,108,53
2019,2,성내1동,105,51,108,53
2019,2,천호3동,106,49,108,53
2019,2,천호3동,106,48,105,51
2019,2,천호2동,103,51,108,53
2019,2,천호1동,99,49,108,53
2019,2,암사3동,97,54,108,53
2019,2,암사2동,103,50,108,53
2019,2,암사1동,98,48,108,53
2019,2,고덕2동,124,59,108,53
2019,2,고덕1동,87,50,108,53
2019,2,명일2동,109,53,108,53
2019,2,명일1동,107,49,108,53
2019,2,명일1동,107,49,105,51
2019,2,상일동,114,57,108,53
2019,2,강일동,71,42,108,53
2019,2,잠실7동,139,70,108,53
2019,2,잠실6동,98,56,108,53
2019,2,잠실4동,92,47,108,53
2019,2,잠실3동,115,63,108,53
2019,2,잠실2동,78,40,108,53
2019,2,잠실본동,106,49,108,53
2019,2,잠실본동,106,49,105,51
2019,2,위례동,29,27,108,53
2019,2,장지동,97,48,108,53
2019,2,문정2동,65,40,108,53
2019,2,문정1동,104,50,108,53
2019,2,가락2동,108,50,108,53
2019,2,가락1동,92,68,105,51
2019,2,가락1동,170,147,108,53
2019,2,가락본동,103,47,108,53
2019,2,삼전동,101,48,108,53
2019,2,석촌동,105,49,108,53
2019,2,송파2동,101,49,108,53
2019,2,송파1동,101,48,108,53
2019,2,오금동,108,53,108,53
2019,2,오금동,105,51,105,51
2019,2,오륜동,129,63,108,53
2019,2,방이2동,104,50,108,53
2019,2,방이1동,98,49,108,53
2019,2,마천2동,117,54,108,53
2019,2,마천1동,112,51,108,53
2019,2,거여2동,113,57,108,53
2019,2,거여1동,99,49,108,53
2019,2,풍납2동,120,55,108,53
2019,2,풍납1동,125,54,108,53
2019,2,수서동,116,58,108,53
2019,2,일원2동,114,55,108,53
2019,2,일원1동,111,54,108,53
2019,2,일원본동,103,49,108,53
2019,2,세곡동,63,48,108,53
2019,2,개포4동,119,52,108,53
2019,2,개포2동,116,56,108,53
2019,2,개포1동,118,67,108,53
2019,2,도곡2동,103,51,105,51
2019,2,도곡2동,110,52,108,53
2019,2,도곡1동,104,50,108,53
2019,2,역삼2동,97,47,108,53
2019,2,역삼1동,95,46,108,53
2019,2,대치4동,87,47,108,53
2019,2,대치2동,106,51,108,53
2019,2,대치2동,103,51,105,51
2019,2,대치1동,104,52,108,53
2019,2,대치1동,104,52,105,51
2019,2,삼성2동,97,49,108,53
2019,2,삼성1동,107,56,108,53
2019,2,청담동,97,50,108,53
2019,2,압구정동,105,49,108,53
2019,2,논현2동,97,49,108,53
2019,2,논현1동,98,48,108,53
2019,2,신사동,96,50,108,53
2019,2,내곡동,98,58,105,51
2019,2,내곡동,114,62,108,53
2019,2,양재2동,123,51,108,53
2019,2,양재1동,107,53,108,53
2019,2,방배4동,118,54,108,53
2019,2,방배3동,128,54,108,53
2019,2,방배2동,105,55,108,53
2019,2,방배1동,111,53,108,53
2019,2,방배본동,112,51,108,53
2019,2,반포4동,135,63,108,53
2019,2,반포3동,121,58,108,53
2019,2,반포2동,117,66,108,53
2019,2,반포1동,104,46,108,53
2019,2,반포본동,129,58,108,53
2019,2,잠원동,109,50,108,53
2019,2,서초4동,102,49,105,51
2019,2,서초4동,109,52,108,53
2019,2,서초3동,111,50,105,51
2019,2,서초3동,116,54,108,53
2019,2,서초2동,105,49,108,53
2019,2,서초1동,117,54,108,53
2019,2,난곡동,113,58,108,53
2019,2,미성동,114,54,108,53
2019,2,삼성동,129,58,108,53
2019,2,대학동,99,51,108,53
2019,2,조원동,118,48,108,53
2019,2,난향동,98,49,108,53
2019,2,신림동,103,49,108,53
2019,2,신사동,104,50,108,53
2019,2,서림동,105,54,108,53
2019,2,신원동,104,52,108,53
2019,2,신원동,101,52,105,51
2019,2,서원동,105,54,108,53
2019,2,남현동,109,54,108,53
2019,2,인헌동,102,52,108,53
2019,2,인헌동,102,52,105,51
2019,2,중앙동,103,52,108,53
2019,2,은천동,106,51,108,53
2019,2,은천동,105,50,105,51
2019,2,청룡동,105,50,108,53
2019,2,청룡동,105,50,105,51
2019,2,낙성대동,91,51,108,53
2019,2,행운동,112,52,108,53
2019,2,행운동,111,51,105,51
2019,2,성현동,100,48,108,53
2019,2,청림동,103,57,108,53
2019,2,청림동,106,56,105,51
2019,2,보라매동,99,52,108,53
2019,2,보라매동,99,52,105,51
2019,2,신대방2동,109,52,108,53
2019,2,신대방2동,109,52,105,51
2019,2,신대방1동,112,51,108,53
2019,2,대방동,107,54,108,53
2019,2,사당5동,108,53,108,53
2019,2,사당5동,108,52,105,51
2019,2,사당4동,110,52,108,53
2019,2,사당3동,105,54,108,53
2019,2,사당3동,107,53,105,51
2019,2,사당2동,104,53,108,53
2019,2,사당2동,104,52,105,51
2019,2,사당1동,101,51,108,53
2019,2,흑석동,108,59,108,53
2019,2,상도4동,108,53,108,53
2019,2,상도3동,104,53,108,53
2019,2,상도3동,106,52,105,51
2019,2,상도2동,118,56,108,53
2019,2,상도1동,97,56,108,53
2019,2,노량진2동,127,59,108,53
2019,2,노량진1동,133,73,108,53
2019,2,대림3동,105,47,108,53
2019,2,대림2동,96,46,108,53
2019,2,대림1동,120,50,108,53
2019,2,신길7동,110,53,108,53
2019,2,신길7동,109,52,105,51
2019,2,신길6동,115,53,108,53
2019,2,신길6동,113,52,105,51
2019,2,신길5동,113,54,108,53
2019,2,신길4동,112,56,108,53
2019,2,신길3동,131,58,108,53
2019,2,신길1동,127,55,108,53
2019,2,양평2동,107,52,108,53
2019,2,양평1동,110,53,108,53
2019,2,문래동,92,51,105,51
2019,2,문래동,102,55,108,53
2019,2,도림동,109,53,108,53
2019,2,당산2동,99,52,108,53
2019,2,당산1동,114,52,108,53
2019,2,여의동,120,53,108,53
2019,2,여의동,117,52,105,51
2019,2,영등포동,121,58,108,53
2019,2,영등포본동,103,55,108,53
2019,2,시흥5동,113,52,108,53
2019,2,시흥5동,114,52,105,51
2019,2,시흥4동,109,48,108,53
2019,2,시흥3동,136,57,108,53
2019,2,시흥2동,96,52,108,53
2019,2,시흥1동,109,54,108,53
2019,2,독산4동,108,52,108,53
2019,2,독산3동,117,49,108,53
2019,2,독산2동,108,52,108,53
2019,2,독산1동,100,54,108,53
2019,2,가산동,87,47,108,53
2019,2,수궁동,107,54,108,53
2019,2,수궁동,106,54,105,51
2019,2,오류2동,90,52,108,53
2019,2,오류1동,112,55,108,53
2019,2,개봉3동,123,50,108,53
2019,2,개봉2동,109,55,108,53
2019,2,개봉1동,110,53,108,53
2019,2,고척2동,109,54,108,53
2019,2,고척1동,108,52,108,53
2019,2,고척1동,106,52,105,51
2019,2,가리봉동,118,53,108,53
2019,2,구로5동,98,50,108,53
2019,2,구로4동,109,49,108,53
2019,2,구로3동,88,48,108,53
2019,2,구로2동,126,53,108,53
2019,2,구로1동,125,54,108,53
2019,2,신도림동,93,49,108,53
2019,2,방화3동,110,52,108,53
2019,2,방화3동,112,52,105,51
2019,2,방화2동,102,52,108,53
2019,2,방화2동,99,52,105,51
2019,2,방화1동,97,50,108,53
2019,2,공항동,101,50,108,53
2019,2,우장산동,91,49,108,53
2019,2,발산1동,83,51,105,51
2019,2,발산1동,99,56,108,53
2019,2,가양3동,104,52,108,53
2019,2,가양2동,101,50,108,53
2019,2,가양1동,48,47,108,53
2019,2,화곡8동,97,49,108,53
2019,2,화곡6동,96,46,108,53
2019,2,화곡본동,108,51,108,53
2019,2,화곡4동,102,48,108,53
2019,2,화곡3동,93,49,108,53
2019,2,화곡2동,106,49,108,53
2019,2,화곡2동,105,47,105,51
2019,2,화곡1동,102,49,108,53
2019,2,등촌3동,90,49,108,53
2019,2,등촌2동,106,48,108,53
2019,2,등촌2동,108,47,105,51
2019,2,등촌1동,92,53,108,53
2019,2,염창동,106,54,108,53
2019,2,신정7동,99,50,108,53
2019,2,신정6동,92,48,108,53
2019,2,신정4동,103,48,108,53
2019,2,신정3동,104,53,108,53
2019,2,신정2동,101,49,108,53
2019,2,신정1동,110,50,108,53
2019,2,신월7동,101,48,108,53
2019,2,신월6동,130,63,108,53
2019,2,신월5동,105,53,108,53
2019,2,신월5동,102,52,105,51
2019,2,신월4동,102,51,108,53
2019,2,신월3동,118,51,108,53
2019,2,신월2동,110,51,108,53
2019,2,신월1동,111,48,108,53
2019,2,목5동,96,51,108,53
2019,2,목4동,102,46,108,53
2019,2,목3동,104,51,108,53
2019,2,목2동,102,52,108,53
2019,2,목2동,102,52,105,51
2019,2,목1동,92,50,108,53
2019,2,상암동,64,44,108,53
2019,2,성산2동,101,57,108,53
2019,2,성산1동,96,51,108,53
2019,2,연남동,62,48,108,53
2019,2,망원2동,98,48,108,53
2019,2,망원1동,85,50,108,53
2019,2,합정동,85,49,108,53
2019,2,서교동,81,47,108,53
2019,2,서강동,83,47,108,53
2019,2,신수동,109,55,108,53
2019,2,염리동,105,56,108,53
2019,2,염리동,108,56,105,51
2019,2,대흥동,113,55,108,53
2019,2,용강동,105,53,108,53
2019,2,도화동,103,54,108,53
2019,2,공덕동,115,57,108,53
2019,2,아현동,108,54,108,53
2019,2,북가좌2동,107,52,108,53
2019,2,북가좌2동,105,52,105,51
2019,2,북가좌1동,93,48,108,53
2019,2,남가좌2동,104,53,108,53
2019,2,남가좌2동,107,53,105,51
2019,2,남가좌1동,122,62,108,53
2019,2,홍은2동,109,57,108,53
2019,2,홍은1동,118,59,108,53
2019,2,홍제2동,117,58,108,53
2019,2,홍제3동,118,62,108,53
2019,2,홍제1동,114,56,108,53
2019,2,연희동,108,55,108,53
2019,2,연희동,109,54,105,51
2019,2,신촌동,109,51,108,53
2019,2,충현동,119,60,108,53
2019,2,북아현동,127,63,108,53
2019,2,천연동,119,57,108,53
2019,2,진관동,61,46,108,53
2019,2,수색동,153,68,108,53
2019,2,증산동,117,55,108,53
2019,2,신사2동,107,52,108,53
2019,2,신사2동,105,52,105,51
2019,2,신사1동,103,49,108,53
2019,2,역촌동,97,49,108,53
2019,2,응암3동,114,54,108,53
2019,2,응암2동,85,57,108,53
2019,2,응암1동,109,54,108,53
2019,2,대조동,103,51,108,53
2019,2,구산동,98,52,108,53
2019,2,구산동,98,53,105,51
2019,2,갈현2동,92,50,108,53
2019,2,갈현1동,100,50,108,53
2019,2,불광2동,106,55,108,53
2019,2,불광2동,108,54,105,51
2019,2,불광1동,104,54,108,53
2019,2,녹번동,107,54,108,53
2019,2,녹번동,105,53,105,51
2019,2,상계10동,101,50,108,53
2019,2,상계9동,108,52,108,53
2019,2,상계8동,107,57,108,53
2019,2,상계8동,108,58,105,51
2019,2,상계6.7동,102,49,108,53
2019,2,상계5동,106,50,108,53
2019,2,상계5동,106,49,105,51
2019,2,상계3.4동,114,56,108,53
2019,2,상계2동,91,46,108,53
2019,2,상계1동,93,49,108,53
2019,2,중계2.3동,101,52,108,53
2019,2,중계2.3동,101,52,105,51
2019,2,중계4동,95,47,108,53
2019,2,중계1동,95,50,108,53
2019,2,중계본동,88,50,108,53
2019,2,하계2동,112,61,108,53
2019,2,하계1동,102,55,108,53
2019,2,하계1동,105,53,105,51
2019,2,공릉2동,92,51,108,53
2019,2,공릉1동,105,52,108,53
2019,2,공릉1동,102,51,105,51
2019,2,월계3동,102,49,108,53
2019,2,월계3동,105,50,105,51
2019,2,월계2동,96,55,108,53
2019,2,월계1동,103,53,108,53
2019,2,월계1동,103,53,105,51
2019,2,방학3동,100,54,108,53
2019,2,방학2동,100,49,108,53
2019,2,방학1동,100,47,108,53
2019,2,쌍문4동,95,51,108,53
2019,2,쌍문3동,102,51,108,53
2019,2,쌍문2동,98,50,108,53
2019,2,쌍문1동,101,51,108,53
2019,2,도봉2동,101,49,108,53
2019,2,도봉1동,109,52,108,53
2019,2,도봉1동,110,52,105,51
2019,2,창5동,99,48,108,53
2019,2,창4동,108,51,108,53
2019,2,창3동,105,53,108,53
2019,2,창3동,105,52,105,51
2019,2,창2동,98,52,108,53
2019,2,창1동,95,50,108,53
2019,2,인수동,98,51,108,53
2019,2,우이동,103,52,108,53
2019,2,수유3동,103,48,108,53
2019,2,수유2동,103,51,108,53
2019,2,수유1동,114,53,108,53
2019,2,번3동,105,48,108,53
2019,2,번3동,109,49,105,51
2019,2,번2동,105,53,108,53
2019,2,번2동,101,53,105,51
2019,2,번1동,101,47,108,53
2019,2,삼각산동,88,50,108,53
2019,2,송천동,112,55,108,53
2019,2,송중동,99,51,108,53
2019,2,미아동,101,49,108,53
2019,2,삼양동,112,52,108,53
2019,2,삼양동,111,52,105,51
2019,2,석관동,123,54,108,53
2019,2,장위3동,124,65,108,53
2019,2,장위2동,136,58,108,53
2019,2,장위1동,123,56,108,53
2019,2,월곡2동,102,54,108,53
2019,2,월곡1동,117,51,108,53
2019,2,종암동,109,57,108,53
2019,2,길음2동,100,57,108,53
2019,2,길음1동,114,58,108,53
2019,2,정릉4동,104,55,108,53
2019,2,정릉4동,106,56,105,51
2019,2,정릉3동,113,59,108,53
2019,2,정릉2동,115,60,108,53
2019,2,정릉1동,107,54,108,53
2019,2,보문동,113,53,108,53
2019,2,안암동,100,55,108,53
2019,2,돈암2동,104,50,108,53
2019,2,돈암2동,106,47,105,51
2019,2,돈암1동,104,54,108,53
2019,2,돈암1동,105,54,105,51
2019,2,동선동,97,50,108,53
2019,2,삼선동,104,54,108,53
2019,2,성북동,102,62,108,53
2019,2,신내2동,100,49,108,53
2019,2,신내1동,97,50,108,53
2019,2,망우3동,107,47,108,53
2019,2,망우본동,113,51,108,53
2019,2,묵2동,100,50,108,53
2019,2,묵1동,94,51,108,53
2019,2,중화2동,111,50,108,53
2019,2,중화1동,105,52,108,53
2019,2,중화1동,105,51,105,51
2019,2,상봉2동,107,51,108,53
2019,2,상봉2동,107,49,105,51
2019,2,상봉1동,89,49,108,53
2019,2,면목3.8동,104,49,108,53
2019,2,면목7동,115,50,108,53
2019,2,면목본동,106,49,108,53
2019,2,면목본동,107,49,105,51
2019,2,면목5동,113,53,108,53
2019,2,면목4동,106,50,108,53
2019,2,면목4동,107,50,105,51
2019,2,면목2동,111,49,108,53
2019,2,이문2동,116,56,108,53
2019,2,이문1동,115,57,108,53
2019,2,휘경2동,96,52,108,53
2019,2,휘경1동,108,52,108,53
2019,2,휘경1동,107,52,105,51
2019,2,회기동,93,48,108,53
2019,2,청량리동,154,60,108,53
2019,2,장안2동,106,48,108,53
2019,2,장안2동,106,47,105,51
2019,2,장안1동,114,50,108,53
2019,2,답십리2동,136,61,108,53
2019,2,답십리1동,104,53,105,51
2019,2,답십리1동,110,56,108,53
2019,2,전농2동,121,52,108,53
2019,2,전농1동,108,56,108,53
2019,2,전농1동,116,56,105,51
2019,2,제기동,139,69,108,53
2019,2,용신동,114,51,105,51
2019,2,용신동,120,56,108,53
2019,2,구의3동,114,55,108,53
2019,2,구의2동,105,56,108,53
2019,2,구의1동,110,50,108,53
2019,2,자양4동,100,51,108,53
2019,2,자양3동,96,52,108,53
2019,2,자양3동,97,51,105,51
2019,2,자양2동,107,52,108,53
2019,2,자양2동,106,51,105,51
2019,2,자양1동,108,51,108,53
2019,2,자양1동,106,50,105,51
2019,2,광장동,94,53,108,53
2019,2,능동,102,53,108,53
2019,2,중곡4동,106,52,108,53
2019,2,중곡4동,108,52,105,51
2019,2,중곡3동,101,49,108,53
2019,2,중곡2동,100,49,108,53
2019,2,중곡1동,107,51,108,53
2019,2,중곡1동,107,50,105,51
2019,2,군자동,106,52,108,53
2019,2,화양동,91,50,108,53
2019,2,용답동,130,57,108,53
2019,2,송정동,123,54,108,53
2019,2,성수2가3동,96,55,108,53
2019,2,성수2가1동,105,52,108,53
2019,2,성수1가2동,88,54,108,53
2019,2,성수1가1동,105,55,108,53
